Label,Collected Date,pH,TKP (mg P/L),TKN (mg N/L),16S,mcyA.M,mcyA.A,mcyA.P,year
12-21570001,2020-08-04 13:00:00,8.49,0.29699999999999999,1.0169999999999999,2546514.9144594,0,0,0,2020
13-21570001,2020-08-11 11:45:00,8.25,0.318,0.98899999999999999,1640652.92262824,0,0,0,2020
1-21830001,2020-05-20 09:15:00,8.68,2.7E-2,0.71499999999999997,9178934.68343221,0,0,0,2020
2-21830001,2020-05-27 09:30:00,8.36,0.04,0.63700000000000001,10357579.3945223,0,0,0,2020
3-21830001,2020-06-03 09:30:00,8.71,5.8000000000000003E-2,0.69899999999999995,2508281.55395128,0,0,0,2020
4-21830001,2020-06-10 10:00:00,8.46,0.19500000000000001,0.73699999999999999,3313350.22981087,0,0,0,2020
5-21830001,2020-06-17 10:00:00,8.6,0.186,0.72699999999999998,2114482.2839181,0,0,0,2020
6-21830001,2020-06-24 10:00:00,8.64,5.1999999999999998E-2,1.3340000000000001,4672000.06464188,0,0,0,2020
7-21830001,2020-07-01 08:30:00,8.37,0.29899999999999999,2.3980000000000001,1663759.80368976,32885.8932409236,0,0,2020
9-21830001,2020-07-15 09:00:00,8.28,0.29799999999999999,1.0980000000000001,3265180.42779795,76104.1039869881,0,0,2020
10-21830001,2020-07-22 10:50:00,NA,0.20300000000000001,1.694,11108902.9826039,34626.7699203611,0,0,2020
11-21830001,2020-07-28 09:20:00,9.08,0.248,2.996,2127811.84421893,0,0,0,2020
12-21830001,2020-08-04 11:45:00,NA,0.36099999999999999,3.0209999999999999,11710463.4093032,233110.305531612,0,0,2020
13-21830001,2020-08-12 08:50:00,NA,0.249,2.802,1636819.22289021,75396.5308438655,0,0,2020
15-21830001,2020-08-24 11:30:00,NA,0.216,2.4420000000000002,8945337.79493091,0,0,0,2020
16-21830001,2020-08-31 12:15:00,NA,0.19700000000000001,2.258,2859512.58756677,0,0,0,2020
1-21590001,2020-05-18 08:00:00,7.9,6.4000000000000001E-2,0.96499999999999997,7610126.64009206,0,0,0,2020
2-21590001,2020-05-27 07:30:00,7.7,0.104,0.97499999999999998,7113491.41607499,0,0,0,2020
3-21590001,2020-06-01 07:45:00,7.9,6.0999999999999999E-2,1.012,21044733.0535822,48556.1284343913,0,0,2020
4-21590001,2020-06-08 07:45:00,8.35,0.28699999999999998,0.98299999999999998,4075329.17826324,0,0,0,2020
5-21590001,2020-06-15 07:45:00,8.41,0.17299999999999999,1.167,4394064.7891573,0,0,0,2020
6-21590001,2020-06-22 07:30:00,9.08,6.0000000000000001E-3,1.55,1837412.21409113,0,0,0,2020
7-21590001,2020-06-29 07:30:00,7.97,0.13600000000000001,1.159,6947851.61058275,0,0,0,2020
8-21590001,2020-07-06 07:20:00,8.55,0.192,1.0169999999999999,1710592.7444887,21827.032789469,0,0,2020
9-21590001,2020-07-14 08:00:00,8.41,0.3,1.204,5829011.75783179,0,0,0,2020
10-21590001,2020-07-20 08:30:00,8.65,0.14000000000000001,1.3220000000000001,6268553.30230185,0,0,0,2020
11-21590001,2020-07-27 07:40:00,8.28,0.158,1.0620000000000001,5887319.09462842,0,0,0,2020
12-21590001,2020-08-03 07:30:00,7.69,0.32900000000000001,1.2150000000000001,1776707.51282415,0,0,349058.060344222,2020
13-21590001,2020-08-11 08:00:00,NA,0.153,1.1040000000000001,1887457.87200958,0,0,259136.489217146,2020
14-21590001,2020-08-18 08:30:00,7.73,0.26800000000000002,1.0680000000000001,6472662.84915424,290736.655515635,0,620352.467930671,2020
15-21590001,2020-08-25 08:00:00,NA,0.16500000000000001,1.127,2091919.96258309,0,0,0,2020
16-21590001,2020-09-01 08:45:00,NA,0.20100000000000001,1.139,1810600.21939334,0,0,0,2020
1-21500001,2020-05-18 07:30:00,8.56,0.09,1.4570000000000001,1885226.20155865,0,0,0,2020
2-21500001,2020-05-26 08:15:00,8.65,0.115,1.208,7692364.96385114,0,0,0,2020
3-21500001,2020-06-01 08:45:00,8.49,0.13500000000000001,1.359,19591218.7221809,0,0,0,2020
4-21500001,2020-06-08 07:20:00,7.97,0.29699999999999999,1.569,5903196.97199528,0,0,0,2020
5-21500001,2020-06-15 07:45:00,7.7,0.19900000000000001,1.889,2393434.30708467,0,0,0,2020
6-21500001,2020-06-22 08:50:00,8.16,0.104,1.365,4660519.20032673,0,0,0,2020
7-21500001,2020-07-01 07:00:00,8.38,0.221,1.0189999999999999,9731521.50146264,0,0,0,2020
8-21500001,2020-07-06 07:30:00,8.5,0.311,0.623,2325667.52404935,0,0,0,2020
9-21500001,2020-07-13 07:15:00,8.38,0.217,1.415,9923943.37775777,0,0,0,2020
10-21500001,2020-07-20 07:15:00,8.57,0.26700000000000002,1.5,8719013.58832259,0,0,0,2020
11-21500001,2020-07-27 07:15:00,8.17,0.37,1.3759999999999999,9209272.37115095,38613.2902832513,0,0,2020
12-21500001,2020-08-03 07:30:00,8.34,0.28999999999999998,1.972,2174586.76455211,179323.859347067,0,0,2020
13-21500001,2020-08-10 07:30:00,8.93,0.57399999999999995,3.4620000000000002,22373999.4654669,1068488.66807525,0,0,2020
14-21500001,2020-08-19 07:00:00,8.75,0.52500000000000002,1.786,1699571.38181737,70259.9851977756,0,0,2020
15-21500001,2020-08-26 07:30:00,8.78,0.26800000000000002,1.6,1408029.4603531,28843.7667947826,0,0,2020
16-21500001,2020-09-02 06:30:00,8.99,0.31,1.476,2226047.97828511,20751.2247054589,0,0,2020
1-21390001,2020-05-20 11:00:00,8.49,4.0000000000000001E-3,1.0189999999999999,7181858.5990753,0,0,0,2020
2-21390001,2020-05-27 11:10:00,8.45,4.3999999999999997E-2,0.90800000000000003,2243277.34432882,0,0,0,2020
3-21390001,2020-06-03 11:20:00,8.46,6.5000000000000002E-2,0.89,1933307.59341259,0,0,0,2020
4-21390001,2020-06-10 11:30:00,8.43,0.20300000000000001,1.046,3693510.03312399,0,0,0,2020
5-21390001,2020-06-17 11:30:00,8.62,0.56799999999999995,0.56599999999999995,2642180.02254354,0,0,0,2020
6-21390001,2020-06-24 11:30:00,8.58,0.01,0.872,1291940.66018939,0,0,0,2020
7-21390001,2020-07-01 10:00:00,8.63,0.223,0.98699999999999999,4938675.13686984,0,0,0,2020
8-21390001,2020-07-08 11:00:00,8.8,0.246,2.0840000000000001,1621969.5502816,7064.48759527742,0,0,2020
9-21390001,2020-07-15 10:40:00,8.38,0.371,1.2350000000000001,6399154.94345539,0,0,88957.1505506785,2020
10-21390001,2020-07-22 12:15:00,NA,0.16600000000000001,1.357,1972407.46596362,0,0,61508.0802601357,2020
11-21390001,2020-07-28 11:00:00,8.75,0.32400000000000001,1.3049999999999999,11902887.3002461,4413042.9734036,0,0,2020
12-21390001,2020-08-04 13:30:00,NA,0.20499999999999999,1.748,7338451.32419525,301770.619125955,0,0,2020
13-21390001,2020-08-12 10:50:00,8.64,0.28100000000000003,1.778,3043305.07804418,456461.370589727,0,0,2020
15-21390001,2020-08-24 12:30:00,NA,0.13800000000000001,1.0369999999999999,3807720.94388884,0,0,19308.1733672065,2020
16-21390001,2020-08-31 13:45:00,NA,0.10100000000000001,1.107,3061081.56605263,15170.142905321,0,40508.5770256036,2020
1-21300003,2020-05-19 14:00:00,8.63,0.01,0.57299999999999995,11894069.9801101,0,0,0,2020
2-21300003,2020-05-26 13:15:00,8.44,5.2999999999999999E-2,0.64,4069723.26676283,0,0,0,2020
3-21300003,2020-06-02 13:00:00,8.7,5.0999999999999997E-2,0.59599999999999997,13296726.1893277,0,0,0,2020
4-21300003,2020-06-09 14:45:00,8.42,0.111,0.77800000000000002,3842438.47577029,0,0,0,2020
5-21300003,2020-06-16 13:00:00,8.63,0.246,0.68100000000000005,10452925.6770181,0,0,0,2020
6-21300003,2020-06-23 13:15:00,8.58,0.24399999999999999,0.70099999999999996,1677901.41469465,0,0,0,2020
7-21300003,2020-06-29 11:48:00,8.3,0.35899999999999999,0.70699999999999996,6651187.03068735,0,0,0,2020
8-21300003,2020-07-07 12:55:00,8.16,0.23799999999999999,2.2519999999999998,3452537.23745651,138549.294762227,0,0,2020
9-21300003,2020-07-14 07:30:00,8.45,9.1999999999999998E-2,0.65,7684255.86462988,38531.7054866536,0,0,2020
10-21300003,2020-07-21 10:55:00,NA,0.13600000000000001,0.68300000000000005,3249735.66274273,75304.8659323824,0,0,2020
11-21300003,2020-07-28 08:30:00,8.39,0.14000000000000001,0.626,4952960.27414605,17367.2724479567,0,0,2020
12-21300003,2020-08-03 08:00:00,8.44,0.156,0.64200000000000002,4278396.97624901,522913.576188773,0,0,2020
13-21300003,2020-08-10 10:30:00,NA,0.18,0.63300000000000001,952389.457026578,158747.66419176,0,0,2020
14-21300003,2020-08-18 10:30:00,NA,0.111,0.63,2446100.01072832,10166.2810297994,0,0,2020
15-21300003,2020-08-25 09:15:00,8.46,4.5999999999999999E-2,0.61699999999999999,1774786.40197835,0,0,0,2020
16-21300003,2020-09-02 11:45:00,8.6,6.2E-2,0.58299999999999996,1644109.48053845,0,0,0,2020
1-21860001,2020-05-18 09:30:00,8.56,5.0999999999999997E-2,1.0349999999999999,0,0,0,0,2020
2-21860001,2020-05-26 09:50:00,8.66,0.11600000000000001,1.419,7906520.23783339,0,0,0,2020
3-21860001,2020-06-01 10:20:00,7.89,0.107,0.877,2761058.86949141,0,0,0,2020
4-21860001,2020-06-08 09:40:00,8.32,0.21099999999999999,0.83299999999999996,3204162.66863342,0,0,0,2020
5-21860001,2020-06-15 09:30:00,8.06,0.23699999999999999,0.77400000000000002,2552012.47514743,12196.1135809415,0,0,2020
6-21860001,2020-06-22 10:40:00,7.64,0.318,1.0409999999999999,2326767.4401358,0,0,0,2020
7-21860001,2020-07-01 08:50:00,8.8,0.19600000000000001,1.155,1650728.90450609,6147.17100458292,0,0,2020
8-21860001,2020-07-06 09:00:00,8.8,0.438,2.0449999999999999,4889877.03634034,1294154.6342768,0,0,2020
9-21860001,2020-07-13 09:30:00,9,0.26,2.27,8420498.44632281,671802.665195446,0,0,2020
10-21860001,2020-07-20 08:30:00,8.94,0.26,1.3819999999999999,6364355.60109278,421489.73779384,0,0,2020
11-21860001,2020-07-27 09:00:00,8.96,0.22800000000000001,1.9950000000000001,737643.233384568,20860.6982395216,0,0,2020
12-21860001,2020-08-03 08:45:00,9.09,0.31900000000000001,2.08,6542553.42080822,82603.1727881554,0,0,2020
13-21860001,2020-08-10 09:10:00,9.53,0.52800000000000002,2.75,6621235.43275783,0,0,127048.393479377,2020
14-21860001,2020-08-19 08:30:00,9.39,0.98499999999999999,4.5979999999999999,3125750.90175688,0,0,0,2020
15-21860001,2020-08-26 08:30:00,9.83,0.56799999999999995,3.153,2782536.8006427,3815962.00576638,0,0,2020
16-21860001,2020-09-02 07:40:00,9.72,0.54700000000000004,1.75,1562434.49036873,182479.532964137,0,7584.1464889704,2020
1-21690001,2020-05-20 11:50:00,8.59,3.9E-2,0.876,26244536.11122,63147.4150506507,0,0,2020
2-21690001,2020-05-27 11:00:00,8.65,6.4000000000000001E-2,0.79,8619702.4306345,0,0,0,2020
3-21690001,2020-06-03 10:40:00,8.61,8.1000000000000003E-2,0.84399999999999997,2325811.25793742,0,0,0,2020
4-21690001,2020-06-10 13:00:00,8.43,0.11600000000000001,0.95199999999999996,2931896.59966501,0,0,0,2020
5-21690001,2020-06-17 13:20:00,8.8,0.23200000000000001,0.94399999999999995,1448363.16299605,18970.034373549,0,0,2020
6-21690001,2020-06-24 13:15:00,8.5,1.0999999999999999E-2,1.282,12977233.6512166,240056.619235134,0,0,2020
7-21690001,2020-07-01 09:40:00,8.34,0.25,0.90200000000000002,1522549.87226077,28839.7907252959,0,0,2020
8-21690001,2020-07-08 11:00:00,8.66,0.17899999999999999,1.3680000000000001,4289994.4968918,128612.183029835,0,0,2020
9-21690001,2020-07-15 10:45:00,8.62,0.27600000000000002,0.999,6974437.26878293,54633.7549144848,0,0,2020
10-21690001,2020-07-22 11:30:00,9.03,0.154,1.5089999999999999,13931521.5214705,118244.118353966,0,0,2020
11-21690001,2020-07-29 12:15:00,8.89,0.254,2.0529999999999999,2495750.61954462,0,0,0,2020
13-21690001,2020-08-12 11:15:00,9.28,0.215,1.776,3182603.61003933,0,0,0,2020
14-21690001,2020-08-17 09:00:00,8.63,0.14899999999999999,1.611,6056341.28938017,0,0,0,2020
15-21690001,2020-08-24 09:00:00,10.94,0.121,1.9550000000000001,1846114.0023797,16793.3908405074,0,0,2020
16-21690001,2020-08-31 09:00:00,10.84,0.20399999999999999,1.496,9473233.58953208,31698.7721158595,0,0,2020
12-21690001,NA,NA,NA,NA,NA,NA,NA,NA,2020
1_21260001,2021-05-25 14:15:00,8.5,0.044,0.895,1468414.60064779,0,0,0,2021
2_21260001,2021-06-02 16:30:00,8.6999999999999993,0.027,0.883,727149.444059612,0,0,0,2021
3_21260001,2021-06-08 11:00:00,8.5,0.045,0.756,1171483.14449112,0,0,0,2021
4_21260001,2021-06-15 13:15:00,8.4,0.037,0.612,1750209.18746142,0,0,0,2021
5_21260001,2021-06-22 13:00:00,8.5,0.036,0.635,1170707.41573651,0,0,0,2021
6_21260001,2021-06-29 12:19:00,8.6,0.051,0.632,747489.928966828,0,0,0,2021
7_21260001,2021-07-07 14:00:00,8.8000000000000007,0.092,0.698,581123.296900107,0,0,0,2021
8_21260001,2021-07-13 12:45:00,8.3000000000000007,0.083,0.858,1152344.15482067,0,0,0,2021
9_21260001,2021-07-20 10:30:00,9,0.031,0.98,894423.291146841,0,0,0,2021
10_21260001,2021-07-27 10:30:00,8.8000000000000007,0,0.797,732727.924692357,0,0,0,2021
11_21260001,2021-08-03 12:25:00,No Data,0.026,1.114,335517.31724864,0,0,0,2021
12_21260001,2021-08-10 12:40:00,9.6,0,0.951,748255.046803162,0,0,0,2021
13_21260001,2021-08-17 12:50:00,No Data,0,1.061,1942649.14479157,0,0,0,2021
14_21260001,2021-08-24 10:00:00,8.6,0.049,1.21,1376253.39724311,0,0,0,2021
15_21260001,2021-08-31 12:20:00,7.7,0.027,1.113,896374.55194336,0,0,0,2021
1_21500001,2021-05-26 09:00:00,8.3000000000000007,0.153,1.512,14244966.4316152,0,0,0,2021
2_21500001,2021-06-02 10:00:00,8.57,0.122,1.41,9169418.95775965,0,0,0,2021
3_21500001,2021-06-07 13:30:00,8.5,0.235,1.206,16099996.5603389,0,0,0,2021
4_21500001,2021-06-14 09:30:00,8.1999999999999993,0.192,1.654,13253107.5204441,0,0,0,2021
5_21500001,2021-06-21 12:45:00,8.4,0.373,2.109,14482649.4011273,0,0,0,2021
6_21500001,2021-06-28 07:40:00,9,0.724,6.013,25228471.5301197,375070.432361053,0,0,2021
7_21500001,2021-07-07 07:40:00,8.6,0.243,1.782,17055637.3556373,126587.521425655,0,0,2021
8_21500001,2021-07-12 07:50:00,7.9,0.212,1.674,10990468.7061615,23674.8384852025,0,0,2021
9_21500001,2021-07-19 09:00:00,8.6999999999999993,0.138,1.69,13785219.0747031,46867.7977079275,0,34496.0100891896,2021
10_21500001,2021-07-26 08:00:00,8.6999999999999993,0.215,2.777,9711266.23938037,50823.1699212532,0,67690.1985352691,2021
11_21500001,2021-08-02 09:00:00,8.5,0.225,2.251,14863089.0037868,215295.526281429,0,104983.0979089,2021
12_21500001,2021-08-09 09:00:00,8.4,0.146,1.844,8870855.27463808,127017.288396545,0,0,2021
13_21500001,2021-08-16 09:30:00,8.5,0.153,2.009,13449893.6782614,0,0,0,2021
14_21500001,2021-08-23 09:30:00,8.4,0.239,2.01,6848276.80923968,0,0,0,2021
15_21500001,2021-08-30 11:30:00,No Data,0.23,2.019,2758011.04113741,0,0,0,2021
1_21520001,2021-05-25 08:30:00,8.5,0.058,0.714,2676457.72911245,0,0,0,2021
2_21520001,2021-06-02 07:00:00,8.6,0.052,0.904,1455299.13382353,0,0,0,2021
3_21520001,2021-06-07 15:40:00,8.5,0.047,0.894,1179657.00259834,0,0,0,2021
4_21520001,2021-06-14 12:15:00,8.4,0.053,0.685,1082714.18818749,0,0,0,2021
5_21520001,2021-06-21 15:45:00,8.3000000000000007,0.014,0.597,1470109.14326521,0,0,0,2021
6_21520001,2021-06-28 11:20:00,8.6,0.065,0.631,1586054.88996599,0,0,0,2021
7_21520001,2021-07-07 10:10:00,8.6999999999999993,0.052,0.546,296968.627653681,0,0,0,2021
8_21520001,2021-07-12 10:55:00,8.5,0.058,0.715,332398.192395726,0,0,0,2021
9_21520001,2021-07-19 11:50:00,8.8000000000000007,0.015,0.867,518267.805843489,0,0,0,2021
10_21520001,2021-07-26 11:10:00,8.9,0.047,0.923,1020001.06526154,0,0,0,2021
11_21520001,2021-08-02 12:08:00,8.5,0.026,0.784,1245298.70613062,0,0,0,2021
12_21520001,2021-08-09 12:00:00,8.3000000000000007,0.003,0.593,545717.814342784,0,0,0,2021
13_21520001,2021-08-16 13:20:00,8.4,0,0.635,2751965.82583639,0,0,0,2021
14_21520001,2021-08-23 12:40:00,8.1999999999999993,0.058,0.755,3142200.4020423,0,0,0,2021
15_21520001,2021-08-30 14:30:00,No Data,0.032,0.466,898852.283273136,0,0,0,2021
1_21620001,2021-05-26 07:00:00,8.18,0.07,1.128,5609517.87840037,0,0,0,2021
2_21620001,2021-06-02 14:50:00,9.1300000000000008,0.128,1.686,6493711.84107579,0,0,0,2021
3_21620001,2021-06-08 13:50:00,9.1999999999999993,0.15,1.623,13282995.6764804,0,0,0,2021
4_21620001,2021-06-15 07:00:00,8.8000000000000007,0.049,1.028,7048209.51503963,23067.5505703706,0,0,2021
5_21620001,2021-06-22 09:00:00,8.5,0.09,1.211,5755292.03226707,13125.9519507838,0,0,2021
6_21620001,2021-06-29 08:00:00,8.9,0.185,1.838,6508621.92424415,0,0,0,2021
7_21620001,2021-07-07 09:45:00,8.9,0.116,0.97,4058392.65583257,0,0,0,2021
8_21620001,2021-07-13 08:05:00,7.7,0.137,1.02,3534418.76422301,0,0,0,2021
9_21620001,2021-07-20 12:40:00,9.4,0.129,2.062,5321278.24277915,0,0,0,2021
10_21620001,2021-07-27 12:50:00,9.4,0.131,2.215,3116648.70357178,0,0,0,2021
11_21620001,2021-08-03 14:06:00,No Data,0.13,2.213,13150879.4877983,0,0,0,2021
12_21620001,2021-08-10 14:40:00,8.3000000000000007,0.125,2.274,2509635.21028802,0,0,0,2021
13_21620001,2021-08-17 14:20:00,No Data,0.057,2.143,3905699.62448519,0,0,0,2021
14_21620001,2021-08-24 12:00:00,9.0399999999999991,0.145,2.069,2891053.5551951,0,0,0,2021
15_21620001,2021-08-31 14:00:00,8.3000000000000007,0.237,2.464,4681882.48307197,0,0,0,2021
1_21690001,2021-05-26 13:30:00,8.8000000000000007,0.065,1.141,3412969.7629126,0,0,0,2021
2_21690001,2021-06-01 12:20:00,9.1999999999999993,0.087,1.646,2164770.08302836,0,0,0,2021
3_21690001,2021-06-09 09:00:00,No Data,0.074,1.286,4631395.82326383,0,0,0,2021
4_21690001,2021-06-16 09:45:00,8.8000000000000007,0.089,1.786,2646727.96926066,0,0,0,2021
5_21690001,2021-06-23 10:00:00,8.4,0.075,1.163,1278349.20265042,0,0,27309.619301226,2021
6_21690001,2021-06-30 10:00:00,8.9,0.104,1.302,1635869.42370359,0,0,8875.46101031476,2021
7_21690001,2021-07-06 09:20:00,8.8000000000000007,0.092,1.243,1720782.48656497,0,0,0,2021
8_21690001,2021-07-14 09:30:00,8.5,0.129,1.139,895566.717683231,9012.74202214729,0,0,2021
9_21690001,2021-07-21 09:40:00,8.8000000000000007,0.077,1.378,1568072.87979953,11220.6240696043,0,0,2021
10_21690001,2021-07-28 10:00:00,8.8000000000000007,0.025,1.285,1138036.62938018,0,0,0,2021
11_21690001,2021-08-04 10:00:00,No Data,0.042,0.998,764652.452508322,0,0,0,2021
12_21690001,2021-08-11 09:30:00,8.41,0.011,1.003,1788587.09097928,0,0,0,2021
13_21690001,2021-08-18 09:50:00,8.5,0,0.966,3218439.7337533,0,0,0,2021
14_21690001,2021-08-25 08:30:00,8.1999999999999993,0.096,0.951,3330220.92298394,0,0,0,2021
15_21690001,2021-09-01 13:40:00,8.3000000000000007,0.063,1.241,2365501.2176358,0,0,0,2021
1_21870001,2021-05-26 15:20:00,8.4,0.081,1.606,14344063.9036974,0,0,0,2021
2_21870001,2021-06-01 10:00:00,8.9600000000000009,0.099,2.197,6437456.67790433,0,0,0,2021
3_21870001,2021-06-09 11:40:00,No Data,0.104,1.724,7780493.63695312,0,0,0,2021
4_21870001,2021-06-16 12:30:00,9.1,0.079,1.419,3978869.49747662,0,0,0,2021
5_21870001,2021-06-23 11:55:00,8.4,0.125,1.578,3787194.69888767,0,0,103838.325892573,2021
6_21870001,2021-06-30 11:50:00,9,0.116,1.463,4920602.22439835,35278.6127954041,0,47376.4791470603,2021
7_21870001,2021-07-06 11:20:00,9.1999999999999993,0.125,1.549,6093506.1532576,15068.8247195978,0,52805.1955478866,2021
8_21870001,2021-07-14 11:15:00,8.9,0.125,1.479,3072784.36523209,0,0,57692.8766837923,2021
9_21870001,2021-07-21 11:50:00,9.4,0.077,1.957,2693507.17354728,0,0,0,2021
10_21870001,2021-07-28 11:58:00,9.4,0.066,1.909,2226169.10251232,0,0,0,2021
11_21870001,2021-08-04 12:20:00,9.3000000000000007,0.077,1.964,2965926.88034301,0,0,0,2021
12_21870001,2021-08-11 11:40:00,9.0399999999999991,0.083,2.218,2160668.56518605,0,0,0,2021
13_21870001,2021-08-18 11:40:00,9,0.071,2.294,2786220.21818508,0,0,0,2021
14_21870001,2021-08-25 11:00:00,8.6999999999999993,0.162,2.336,1574020.28322595,0,0,0,2021
15_21870001,2021-09-01 11:20:00,8.6999999999999993,0.12,1.922,3559855.83635847,0,0,0,2021
1_21880001,2021-05-26 16:30:00,8.8000000000000007,0.143,1.468,9072546.49756561,0,0,0,2021
2_21880001,2021-06-01 07:30:00,8.8000000000000007,0.142,2.196,34156547.3972807,0,0,0,2021
3_21880001,2021-06-09 13:30:00,No Data,0.131,2.103,4734701.49932967,0,0,0,2021
4_21880001,2021-06-16 14:30:00,8.6999999999999993,0.147,1.795,2961152.52893631,0,0,0,2021
5_21880001,2021-06-23 13:30:00,8.9,0.202,2.449,3489894.10352944,0,0,0,2021
6_21880001,2021-06-30 13:59:00,9,0.199,2.288,4001468.94075439,21908.5452304081,0,0,2021
7_21880001,2021-07-06 13:00:00,9.4,0.21,2.191,2456732.70464083,52886.4810266413,0,0,2021
8_21880001,2021-07-14 13:00:00,9.1,0.202,2.153,4606019.29116888,377199.58292418,0,0,2021
9_21880001,2021-07-21 13:09:00,10,0.137,2.011,4506157.20574496,321198.853097218,0,0,2021
10_21880001,2021-07-28 13:45:00,9.8000000000000007,0.224,2.734,3372868.95184287,235700.087957232,0,0,2021
11_21880001,2021-08-04 14:00:00,9.1,0.298,2.127,9056171.61059094,173729.265194792,0,0,2021
12_21880001,2021-08-11 13:30:00,No Data,0.156,1.231,5002253.61784513,378255.020332863,0,0,2021
13_21880001,2021-08-18 13:10:00,8.6999999999999993,0.18,2.065,3516093.50845327,384028.272811929,0,0,2021
14_21880001,2021-08-25 12:30:00,9.0299999999999994,0.329,2.703,4094973.63476463,619739.922213643,0,0,2021
15_21880001,2021-09-01 09:30:00,9.09,0.247,1.538,2950978.24171416,1988829.50712821,0,0,2021
1_21920001,2021-05-25 11:30:00,8.6999999999999993,0.102,1.147,3994254.44614993,0,0,0,2021
2_21920001,2021-06-02 13:00:00,8.8000000000000007,0.158,2.092,204316.893648968,0,0,0,2021
3_21920001,2021-06-08 09:00:00,9,0.196,1.835,287357.986067218,0,0,0,2021
4_21920001,2021-06-15 10:00:00,8.6,0.099,1.33,1424574.3524391,146382.402462774,0,0,2021
5_21920001,2021-06-22 11:00:00,9.1,0.172,1.669,3839796.41143761,903526.92300554,0,0,2021
6_21920001,2021-06-29 10:05:00,9.3000000000000007,0.21,1.965,3935683.05885305,1185949.3663264,0,0,2021
7_21920001,2021-07-07 11:45:00,10,0.286,1.728,1679436.29405145,249761.984918328,0,0,2021
8_21920001,2021-07-13 10:00:00,9,0.315,1.146,1408021.10120066,258736.216178547,0,0,2021
9_21920001,2021-07-20 08:40:00,10,0.275,1.73,2425825.36314461,381937.866751926,0,0,2021
10_21920001,2021-07-27 07:50:00,10.1,0.28,1.833,1083690.19137955,185828.22936401,0,0,2021
11_21920001,2021-08-03 10:00:00,7.3,0.205,2.165,1012810.4346076,108121.997726572,0,0,2021
12_21920001,2021-08-10 10:00:00,8.5,0.206,1.732,784063.014969041,46294.2761418235,0,0,2021
13_21920001,2021-08-17 09:50:00,No Data,0.612,7.697,13311623.4564265,0,0,0,2021
14_21920001,2021-08-24 07:40:00,8.9,0.4,2.693,2384475.3215605,0,0,0,2021
15_21920001,2021-08-31 10:20:00,9.5,0.334,2.167,2622473.18004548,0,0,0,2021
